customer_id,industry,segment,signup_date,subscription_id,plan_tier,mrr,start_date,end_date,status,logins_last_30_days,reports_generated,api_calls,ticket_count,avg_resolution_time,avg_csat,is_churned,engagement_risk_tier,tenure_days
CUST_00013,Logistics,Mid-Market,2023-04-05,SUB_00013,Starter,49,2023-04-05,,Active,12,1,906,3.0,34.333333333333336,4.333333333333333,0,Medium Risk (6-15 logins),271.0
CUST_00014,Healthcare,SMB,2022-03-02,SUB_00014,Pro,199,2022-03-02,,Active,36,11,504,4.0,37.75,3.25,0,Healthy (16+ logins),670.0
CUST_00015,EdTech,SMB,2023-01-04,SUB_00015,Starter,49,2023-01-04,2023-05-24,Churned,2,0,864,0.0,0.0,5.0,1,High Risk (≤5 logins),140.0
CUST_00016,Healthcare,SMB,2022-05-01,SUB_00016,Starter,49,2022-05-01,,Active,13,9,152,3.0,13.666666666666666,4.0,0,Medium Risk (6-15 logins),610.0
CUST_00017,EdTech,SMB,2023-06-30,SUB_00017,Starter,49,2023-06-30,,Active,27,2,528,3.0,53.666666666666664,3.6666666666666665,0,Healthy (16+ logins),185.0
CUST_00018,Logistics,SMB,2023-08-05,SUB_00018,Starter,49,2023-08-05,2024-04-23,Churned,3,0,990,2.0,28.5,3.5,1,High Risk (≤5 logins),262.0
CUST_00019,FinTech,Mid-Market,2022-01-17,SUB_00019,Pro,199,2022-01-17,2022-04-20,Churned,4,1,338,3.0,53.0,3.3333333333333335,1,High Risk (≤5 logins),93.0
CUST_00020,EdTech,SMB,2023-05-11,SUB_00020,Pro,199,2023-05-11,,Active,25,8,748,0.0,0.0,5.0,0,Healthy (16+ logins),235.0
CUST_00021,Healthcare,SMB,2023-05-12,SUB_00021,Starter,49,2023-05-12,,Active,5,6,511,2.0,34.0,4.0,0,High Risk (≤5 logins),234.0
CUST_00022,Logistics,SMB,2023-05-20,SUB_00022,Starter,49,2023-05-20,,Active,6,7,950,1.0,49.0,5.0,0,Medium Risk (6-15 logins),226.0
CUST_00023,EdTech,Mid-Market,2023-06-16,SUB_00023,Starter,49,2023-06-16,,Active,44,2,334,3.0,46.666666666666664,4.666666666666667,0,Healthy (16+ logins),199.0
CUST_00024,FinTech,SMB,2022-11-11,SUB_00024,Pro,199,2022-11-11,,Active,15,4,508,2.0,46.5,3.5,0,Medium Risk (6-15 logins),416.0
CUST_00025,FinTech,Mid-Market,2022-03-10,SUB_00025,Pro,199,2022-03-10,,Active,41,14,55,3.0,41.666666666666664,3.6666666666666665,0,Healthy (16+ logins),662.0
CUST_00026,E-commerce,SMB,2022-06-10,SUB_00026,Starter,49,2022-06-10,,Active,22,4,555,1.0,71.0,4.0,0,Healthy (16+ logins),570.0
CUST_00027,E-commerce,Mid-Market,2023-09-06,SUB_00027,Pro,199,2023-09-06,2024-01-10,Churned,4,1,820,3.0,38.666666666666664,5.0,1,High Risk (≤5 logins),126.0
CUST_00028,Healthcare,Mid-Market,2022-05-25,SUB_00028,Starter,49,2022-05-25,,Active,28,13,752,2.0,25.0,5.0,0,Healthy (16+ logins),586.0
CUST_00029,EdTech,SMB,2023-07-23,SUB_00029,Enterprise,999,2023-07-23,,Active,23,2,47682,4.0,51.0,4.25,0,Healthy (16+ logins),162.0
CUST_00030,EdTech,SMB,2023-08-18,SUB_00030,Enterprise,999,2023-08-18,2024-06-09,Churned,2,1,6375,1.0,22.0,3.0,1,High Risk (≤5 logins),296.0
CUST_00031,E-commerce,SMB,2023-01-20,SUB_00031,Pro,199,2023-01-20,2024-01-10,Churned,2,1,129,0.0,0.0,5.0,1,High Risk (≤5 logins),355.0
CUST_00032,EdTech,SMB,2022-09-26,SUB_00032,Enterprise,999,2022-09-26,2023-06-14,Churned,2,1,19610,1.0,64.0,1.0,1,High Risk (≤5 logins),261.0
CUST_00033,EdTech,Mid-Market,2023-03-30,SUB_00033,Pro,199,2023-03-30,,Active,6,8,792,2.0,56.0,4.0,0,Medium Risk (6-15 logins),277.0
CUST_00034,FinTech,Mid-Market,2023-11-30,SUB_00034,Pro,199,2023-11-30,,Active,21,11,421,2.0,51.0,5.0,0,Healthy (16+ logins),32.0
CUST_00035,E-commerce,Mid-Market,2023-06-02,SUB_00035,Pro,199,2023-06-02,,Active,49,14,963,4.0,58.0,3.25,0,Healthy (16+ logins),213.0
CUST_00036,Logistics,Mid-Market,2022-12-16,SUB_00036,Starter,49,2022-12-16,,Active,15,1,79,4.0,44.0,3.5,0,Medium Risk (6-15 logins),381.0
CUST_00037,E-commerce,SMB,2022-04-20,SUB_00037,Starter,49,2022-04-20,,Active,41,13,287,2.0,60.5,4.5,0,Healthy (16+ logins),621.0
CUST_00038,Logistics,SMB,2023-04-28,SUB_00038,Starter,49,2023-04-28,,Active,17,8,846,3.0,39.333333333333336,3.6666666666666665,0,Healthy (16+ logins),248.0
CUST_00039,FinTech,Mid-Market,2023-02-11,SUB_00039,Pro,199,2023-02-11,,Active,33,14,745,2.0,32.5,5.0,0,Healthy (16+ logins),324.0
CUST_00040,Healthcare,SMB,2023-10-12,SUB_00040,Starter,49,2023-10-12,,Active,36,11,845,2.0,36.0,3.0,0,Healthy (16+ logins),81.0
CUST_00041,EdTech,Mid-Market,2022-02-20,SUB_00041,Starter,49,2022-02-20,,Active,49,9,168,4.0,36.5,4.25,0,Healthy (16+ logins),680.0
CUST_00042,FinTech,SMB,2023-02-07,SUB_00042,Starter,49,2023-02-07,,Active,44,8,78,2.0,29.0,3.5,0,Healthy (16+ logins),328.0
CUST_00043,EdTech,SMB,2023-07-17,SUB_00043,Starter,49,2023-07-17,2023-10-02,Churned,2,1,70,1.0,31.0,4.0,1,High Risk (≤5 logins),77.0
CUST_00044,Healthcare,Enterprise,2023-04-21,SUB_00044,Pro,199,2023-04-21,,Active,12,10,262,0.0,0.0,5.0,0,Medium Risk (6-15 logins),255.0
CUST_00045,Healthcare,SMB,2022-03-28,SUB_00045,Enterprise,999,2022-03-28,,Active,14,1,47661,2.0,38.0,3.0,0,Medium Risk (6-15 logins),644.0
CUST_00046,FinTech,Enterprise,2022-03-09,SUB_00046,Pro,199,2022-03-09,,Active,29,8,722,3.0,18.333333333333332,3.0,0,Healthy (16+ logins),663.0
CUST_00047,Healthcare,Enterprise,2023-08-19,SUB_00047,Pro,199,2023-08-19,,Active,15,12,529,3.0,45.0,3.3333333333333335,0,Medium Risk (6-15 logins),135.0
CUST_00048,Logistics,Mid-Market,2022-02-11,SUB_00048,Pro,199,2022-02-11,,Active,32,5,784,2.0,30.5,3.5,0,Healthy (16+ logins),689.0
CUST_00049,Healthcare,Mid-Market,2022-02-26,SUB_00049,Starter,49,2022-02-26,,Active,37,9,209,0.0,0.0,5.0,0,Healthy (16+ logins),674.0
CUST_00050,EdTech,SMB,2022-07-15,SUB_00050,Starter,49,2022-07-15,2023-03-11,Churned,3,0,978,3.0,20.666666666666668,3.3333333333333335,1,High Risk (≤5 logins),239.0
CUST_00051,EdTech,Mid-Market,2023-11-09,SUB_00051,Pro,199,2023-11-09,,Active,30,9,116,1.0,63.0,1.0,0,Healthy (16+ logins),53.0
CUST_00052,EdTech,SMB,2022-03-03,SUB_00052,Starter,49,2022-03-03,,Active,12,6,615,2.0,52.5,3.5,0,Medium Risk (6-15 logins),669.0
CUST_00053,EdTech,SMB,2022-09-20,SUB_00053,Starter,49,2022-09-20,2023-01-03,Churned,1,0,76,2.0,63.0,4.5,1,High Risk (≤5 logins),105.0
CUST_00054,Logistics,Mid-Market,2022-04-22,SUB_00054,Pro,199,2022-04-22,,Active,30,12,314,6.0,41.0,3.3333333333333335,0,Healthy (16+ logins),619.0
CUST_00055,E-commerce,SMB,2022-06-27,SUB_00055,Starter,49,2022-06-27,,Active,36,7,10,3.0,45.0,3.6666666666666665,0,Healthy (16+ logins),553.0
CUST_00056,FinTech,SMB,2022-01-26,SUB_00056,Starter,49,2022-01-26,,Active,32,3,892,1.0,47.0,3.0,0,Healthy (16+ logins),705.0
CUST_00057,EdTech,SMB,2023-02-14,SUB_00057,Starter,49,2023-02-14,2023-11-17,Churned,3,0,50,0.0,0.0,5.0,1,High Risk (≤5 logins),276.0
CUST_00058,Healthcare,SMB,2023-06-15,SUB_00058,Starter,49,2023-06-15,,Active,39,8,6,2.0,47.0,3.0,0,Healthy (16+ logins),200.0
CUST_00059,EdTech,Mid-Market,2022-11-13,SUB_00059,Starter,49,2022-11-13,,Active,6,5,922,1.0,3.0,4.0,0,Medium Risk (6-15 logins),414.0
CUST_00060,Healthcare,SMB,2023-06-16,SUB_00060,Starter,49,2023-06-16,,Active,26,5,954,2.0,38.5,3.0,0,Healthy (16+ logins),199.0
CUST_00061,Healthcare,Enterprise,2022-04-16,SUB_00061,Pro,199,2022-04-16,,Active,26,14,548,4.0,60.5,1.5,0,Healthy (16+ logins),625.0
CUST_00062,EdTech,Mid-Market,2023-04-09,SUB_00062,Pro,199,2023-04-09,,Active,7,4,260,3.0,54.0,3.6666666666666665,0,Medium Risk (6-15 logins),267.0
CUST_00063,Logistics,Mid-Market,2022-09-03,SUB_00063,Starter,49,2022-09-03,,Active,49,3,573,2.0,40.0,4.5,0,Healthy (16+ logins),485.0
CUST_00064,Healthcare,SMB,2022-03-22,SUB_00064,Pro,199,2022-03-22,,Active,12,12,511,3.0,47.666666666666664,4.0,0,Medium Risk (6-15 logins),650.0
CUST_00065,Healthcare,Mid-Market,2023-10-24,SUB_00065,Starter,49,2023-10-24,,Active,8,8,199,1.0,45.0,4.0,0,Medium Risk (6-15 logins),69.0
CUST_00066,EdTech,SMB,2023-01-31,SUB_00066,Starter,49,2023-01-31,,Active,19,11,329,0.0,0.0,5.0,0,Healthy (16+ logins),335.0
CUST_00067,Healthcare,Mid-Market,2023-06-06,SUB_00067,Starter,49,2023-06-06,,Active,48,6,996,1.0,62.0,5.0,0,Healthy (16+ logins),209.0
CUST_00068,Healthcare,SMB,2022-09-21,SUB_00068,Pro,199,2022-09-21,2023-09-01,Churned,2,1,89,1.0,18.0,5.0,1,High Risk (≤5 logins),345.0
CUST_00069,EdTech,Mid-Market,2023-10-23,SUB_00069,Starter,49,2023-10-23,,Active,16,6,590,2.0,9.0,2.0,0,Healthy (16+ logins),70.0
CUST_00070,EdTech,Enterprise,2022-10-01,SUB_00070,Pro,199,2022-10-01,,Active,33,2,54,3.0,30.0,1.6666666666666667,0,Healthy (16+ logins),457.0
CUST_00071,FinTech,SMB,2022-06-21,SUB_00071,Pro,199,2022-06-21,,Active,13,4,911,4.0,21.75,3.25,0,Medium Risk (6-15 logins),559.0
CUST_00072,Logistics,SMB,2022-09-22,SUB_00072,Pro,199,2022-09-22,,Active,46,5,220,1.0,70.0,3.0,0,Healthy (16+ logins),466.0
CUST_00073,Logistics,Mid-Market,2022-01-26,SUB_00073,Pro,199,2022-01-26,,Active,44,11,91,3.0,36.666666666666664,2.6666666666666665,0,Healthy (16+ logins),705.0
CUST_00074,Healthcare,SMB,2023-04-14,SUB_00074,Enterprise,999,2023-04-14,2023-07-20,Churned,1,1,19921,3.0,38.333333333333336,3.3333333333333335,1,High Risk (≤5 logins),97.0
CUST_00075,Logistics,Mid-Market,2023-04-21,SUB_00075,Starter,49,2023-04-21,,Active,38,5,55,3.0,53.333333333333336,3.6666666666666665,0,Healthy (16+ logins),255.0
CUST_00076,Healthcare,SMB,2022-12-22,SUB_00076,Starter,49,2022-12-22,2023-11-29,Churned,0,1,743,1.0,30.0,4.0,1,High Risk (≤5 logins),342.0
CUST_00077,FinTech,SMB,2022-01-26,SUB_00077,Pro,199,2022-01-26,2022-04-29,Churned,2,1,178,1.0,70.0,5.0,1,High Risk (≤5 logins),93.0
CUST_00078,EdTech,Enterprise,2022-02-03,SUB_00078,Pro,199,2022-02-03,,Active,27,5,963,1.0,48.0,5.0,0,Healthy (16+ logins),697.0
CUST_00079,EdTech,Mid-Market,2022-09-21,SUB_00079,Starter,49,2022-09-21,,Active,22,5,941,1.0,38.0,4.0,0,Healthy (16+ logins),467.0
CUST_00080,EdTech,Mid-Market,2022-05-18,SUB_00080,Starter,49,2022-05-18,,Active,28,2,60,3.0,38.0,5.0,0,Healthy (16+ logins),593.0
CUST_00081,Logistics,SMB,2023-11-26,SUB_00081,Starter,49,2023-11-26,2024-06-24,Churned,1,1,871,4.0,31.25,3.75,1,High Risk (≤5 logins),211.0
CUST_00082,FinTech,Mid-Market,2023-07-20,SUB_00082,Starter,49,2023-07-20,,Active,33,3,116,2.0,20.5,4.0,0,Healthy (16+ logins),165.0
CUST_00083,Logistics,SMB,2023-04-07,SUB_00083,Starter,49,2023-04-07,2023-07-25,Churned,4,0,589,3.0,46.666666666666664,4.0,1,High Risk (≤5 logins),109.0
CUST_00084,Logistics,Mid-Market,2022-06-17,SUB_00084,Enterprise,999,2022-06-17,,Active,42,5,19549,2.0,55.5,4.0,0,Healthy (16+ logins),563.0
CUST_00085,FinTech,Mid-Market,2023-09-23,SUB_00085,Pro,199,2023-09-23,,Active,17,9,32,1.0,14.0,5.0,0,Healthy (16+ logins),100.0
CUST_00086,FinTech,SMB,2023-10-17,SUB_00086,Starter,49,2023-10-17,2024-06-05,Churned,3,1,566,1.0,38.0,3.0,1,High Risk (≤5 logins),232.0
CUST_00087,FinTech,SMB,2022-03-22,SUB_00087,Pro,199,2022-03-22,,Active,23,2,242,4.0,34.25,3.5,0,Healthy (16+ logins),650.0
CUST_00088,FinTech,SMB,2023-02-11,SUB_00088,Pro,199,2023-02-11,,Active,21,9,785,2.0,22.0,4.5,0,Healthy (16+ logins),324.0
CUST_00089,EdTech,Mid-Market,2023-07-28,SUB_00089,Starter,49,2023-07-28,,Active,6,3,907,1.0,54.0,3.0,0,Medium Risk (6-15 logins),157.0
CUST_00090,E-commerce,SMB,2022-02-15,SUB_00090,Starter,49,2022-02-15,,Active,22,13,73,4.0,40.5,3.75,0,Healthy (16+ logins),685.0
CUST_00091,E-commerce,Mid-Market,2023-08-22,SUB_00091,Pro,199,2023-08-22,,Active,43,12,20,1.0,67.0,5.0,0,Healthy (16+ logins),132.0
CUST_00092,FinTech,SMB,2023-09-03,SUB_00092,Pro,199,2023-09-03,,Active,31,7,864,3.0,18.0,4.333333333333333,0,Healthy (16+ logins),120.0
CUST_00093,E-commerce,Mid-Market,2022-02-22,SUB_00093,Starter,49,2022-02-22,,Active,18,12,973,0.0,0.0,5.0,0,Healthy (16+ logins),678.0
CUST_00094,E-commerce,Mid-Market,2023-04-21,SUB_00094,Enterprise,999,2023-04-21,,Active,19,14,49201,2.0,45.0,2.5,0,Healthy (16+ logins),255.0
CUST_00095,FinTech,SMB,2023-08-15,SUB_00095,Starter,49,2023-08-15,,Active,12,1,153,2.0,31.5,4.0,0,Medium Risk (6-15 logins),139.0
CUST_00096,E-commerce,SMB,2022-01-16,SUB_00096,Starter,49,2022-01-16,,Active,13,1,253,2.0,33.5,3.5,0,Medium Risk (6-15 logins),715.0
CUST_00097,Logistics,SMB,2022-12-26,SUB_00097,Starter,49,2022-12-26,2023-07-25,Churned,4,1,206,0.0,0.0,5.0,1,High Risk (≤5 logins),211.0
CUST_00098,Healthcare,Mid-Market,2023-05-02,SUB_00098,Starter,49,2023-05-02,,Active,47,9,148,2.0,55.5,4.0,0,Healthy (16+ logins),244.0
CUST_00099,Healthcare,Mid-Market,2023-05-17,SUB_00099,Pro,199,2023-05-17,,Active,39,3,917,3.0,56.333333333333336,2.6666666666666665,0,Healthy (16+ logins),229.0
CUST_00100,FinTech,SMB,2022-05-21,SUB_00100,Enterprise,999,2022-05-21,2023-01-19,Churned,3,0,5400,2.0,40.0,5.0,1,High Risk (≤5 logins),243.0
CUST_00101,EdTech,Mid-Market,2023-09-12,SUB_00101,Starter,49,2023-09-12,2024-02-08,Churned,0,1,301,5.0,46.0,4.6,1,High Risk (≤5 logins),149.0
CUST_00102,FinTech,SMB,2023-03-23,SUB_00102,Enterprise,999,2023-03-23,,Active,12,3,26344,1.0,49.0,3.0,0,Medium Risk (6-15 logins),284.0
CUST_00103,EdTech,SMB,2022-10-17,SUB_00103,Pro,199,2022-10-17,,Active,39,6,490,1.0,35.0,5.0,0,Healthy (16+ logins),441.0
CUST_00104,Healthcare,Enterprise,2022-07-28,SUB_00104,Starter,49,2022-07-28,,Active,22,7,772,3.0,40.666666666666664,3.6666666666666665,0,Healthy (16+ logins),522.0
CUST_00105,FinTech,SMB,2023-04-20,SUB_00105,Pro,199,2023-04-20,,Active,18,5,43,3.0,31.333333333333332,4.0,0,Healthy (16+ logins),256.0
CUST_00106,Logistics,SMB,2023-02-17,SUB_00106,Starter,49,2023-02-17,2023-11-14,Churned,0,0,143,0.0,0.0,5.0,1,High Risk (≤5 logins),270.0
CUST_00107,E-commerce,SMB,2023-11-08,SUB_00107,Pro,199,2023-11-08,2024-11-06,Churned,1,0,243,4.0,53.25,3.0,1,High Risk (≤5 logins),364.0
CUST_00108,EdTech,SMB,2023-03-03,SUB_00108,Starter,49,2023-03-03,2023-10-20,Churned,1,0,418,0.0,0.0,5.0,1,High Risk (≤5 logins),231.0
CUST_00109,E-commerce,SMB,2023-01-06,SUB_00109,Pro,199,2023-01-06,,Active,48,5,516,4.0,41.25,3.5,0,Healthy (16+ logins),360.0
CUST_00110,E-commerce,SMB,2023-10-26,SUB_00110,Starter,49,2023-10-26,,Active,6,1,61,4.0,36.25,3.25,0,Medium Risk (6-15 logins),67.0
CUST_00111,FinTech,Mid-Market,2022-10-17,SUB_00111,Pro,199,2022-10-17,2023-09-03,Churned,1,0,857,2.0,40.0,3.5,1,High Risk (≤5 logins),321.0
CUST_00112,E-commerce,SMB,2023-03-08,SUB_00112,Pro,199,2023-03-08,,Active,17,9,537,3.0,21.0,4.0,0,Healthy (16+ logins),299.0
CUST_00113,Logistics,SMB,2022-09-25,SUB_00113,Starter,49,2022-09-25,,Active,18,3,316,1.0,33.0,4.0,0,Healthy (16+ logins),463.0
CUST_00114,E-commerce,SMB,2022-05-31,SUB_00114,Starter,49,2022-05-31,2022-08-22,Churned,1,0,434,1.0,45.0,3.0,1,High Risk (≤5 logins),83.0
CUST_00115,FinTech,SMB,2022-09-12,SUB_00115,Starter,49,2022-09-12,,Active,45,3,836,0.0,0.0,5.0,0,Healthy (16+ logins),476.0
CUST_00116,Logistics,Mid-Market,2022-12-19,SUB_00116,Pro,199,2022-12-19,,Active,13,7,695,2.0,48.0,4.5,0,Medium Risk (6-15 logins),378.0
CUST_00117,Healthcare,Enterprise,2023-01-12,SUB_00117,Starter,49,2023-01-12,,Active,31,12,817,1.0,15.0,1.0,0,Healthy (16+ logins),354.0
CUST_00118,E-commerce,SMB,2023-10-15,SUB_00118,Pro,199,2023-10-15,,Active,24,11,380,3.0,19.666666666666668,3.3333333333333335,0,Healthy (16+ logins),78.0
CUST_00119,FinTech,Mid-Market,2022-12-24,SUB_00119,Starter,49,2022-12-24,,Active,42,12,35,0.0,0.0,5.0,0,Healthy (16+ logins),373.0
CUST_00120,Healthcare,SMB,2023-08-31,SUB_00120,Starter,49,2023-08-31,,Active,16,10,919,2.0,35.0,5.0,0,Healthy (16+ logins),123.0
CUST_00121,Healthcare,SMB,2023-01-05,SUB_00121,Starter,49,2023-01-05,,Active,46,8,974,3.0,27.333333333333332,3.0,0,Healthy (16+ logins),361.0
CUST_00122,EdTech,SMB,2022-08-15,SUB_00122,Starter,49,2022-08-15,,Active,26,2,541,2.0,29.0,4.5,0,Healthy (16+ logins),504.0
CUST_00123,Logistics,SMB,2022-10-30,SUB_00123,Pro,199,2022-10-30,,Active,41,14,580,2.0,48.5,2.0,0,Healthy (16+ logins),428.0
CUST_00124,E-commerce,SMB,2023-01-24,SUB_00124,Enterprise,999,2023-01-24,,Active,43,13,29979,4.0,37.0,4.25,0,Healthy (16+ logins),342.0
CUST_00125,FinTech,Mid-Market,2023-01-12,SUB_00125,Starter,49,2023-01-12,2023-07-05,Churned,3,1,687,2.0,8.0,4.5,1,High Risk (≤5 logins),174.0
CUST_00126,EdTech,SMB,2022-04-28,SUB_00126,Pro,199,2022-04-28,,Active,17,11,789,0.0,0.0,5.0,0,Healthy (16+ logins),613.0
CUST_00127,Logistics,Enterprise,2022-01-05,SUB_00127,Starter,49,2022-01-05,,Active,5,5,32,2.0,36.5,4.5,0,High Risk (≤5 logins),726.0
CUST_00128,EdTech,SMB,2023-03-20,SUB_00128,Pro,199,2023-03-20,,Active,42,9,580,0.0,0.0,5.0,0,Healthy (16+ logins),287.0
CUST_00129,Logistics,SMB,2022-12-18,SUB_00129,Starter,49,2022-12-18,2023-04-12,Churned,3,1,351,0.0,0.0,5.0,1,High Risk (≤5 logins),115.0
CUST_00130,Logistics,Mid-Market,2023-06-17,SUB_00130,Pro,199,2023-06-17,,Active,13,1,254,0.0,0.0,5.0,0,Medium Risk (6-15 logins),198.0
CUST_00131,E-commerce,SMB,2023-10-26,SUB_00131,Enterprise,999,2023-10-26,,Active,43,1,49385,2.0,48.5,3.0,0,Healthy (16+ logins),67.0
CUST_00132,Logistics,SMB,2023-10-02,SUB_00132,Starter,49,2023-10-02,2023-11-22,Churned,2,0,22,4.0,28.0,4.5,1,High Risk (≤5 logins),51.0
CUST_00133,EdTech,Mid-Market,2022-05-04,SUB_00133,Pro,199,2022-05-04,,Active,33,9,253,1.0,34.0,5.0,0,Healthy (16+ logins),607.0
CUST_00134,Logistics,Enterprise,2023-10-20,SUB_00134,Starter,49,2023-10-20,,Active,44,1,393,3.0,40.666666666666664,4.666666666666667,0,Healthy (16+ logins),73.0
CUST_00135,E-commerce,Mid-Market,2022-10-04,SUB_00135,Starter,49,2022-10-04,,Active,34,3,675,1.0,69.0,4.0,0,Healthy (16+ logins),454.0
CUST_00136,E-commerce,Mid-Market,2023-01-29,SUB_00136,Starter,49,2023-01-29,,Active,6,13,881,2.0,40.0,2.5,0,Medium Risk (6-15 logins),337.0
CUST_00137,EdTech,Mid-Market,2023-10-26,SUB_00137,Starter,49,2023-10-26,,Active,22,5,272,2.0,38.5,3.5,0,Healthy (16+ logins),67.0
CUST_00138,Healthcare,Enterprise,2022-12-26,SUB_00138,Starter,49,2022-12-26,,Active,32,4,692,2.0,48.0,3.0,0,Healthy (16+ logins),371.0
CUST_00139,Healthcare,SMB,2023-09-15,SUB_00139,Starter,49,2023-09-15,,Active,36,1,858,1.0,38.0,3.0,0,Healthy (16+ logins),108.0
CUST_00140,Logistics,SMB,2023-04-14,SUB_00140,Starter,49,2023-04-14,,Active,28,10,249,2.0,14.0,3.0,0,Healthy (16+ logins),262.0
CUST_00141,FinTech,SMB,2023-09-20,SUB_00141,Starter,49,2023-09-20,,Active,42,4,236,1.0,19.0,3.0,0,Healthy (16+ logins),103.0
CUST_00142,Logistics,SMB,2023-12-01,SUB_00142,Pro,199,2023-12-01,,Active,18,4,903,1.0,15.0,3.0,0,Healthy (16+ logins),31.0
CUST_00143,EdTech,Mid-Market,2022-02-26,SUB_00143,Enterprise,999,2022-02-26,,Active,29,11,10747,2.0,41.5,4.0,0,Healthy (16+ logins),674.0
CUST_00144,EdTech,Mid-Market,2022-09-08,SUB_00144,Starter,49,2022-09-08,,Active,29,12,427,2.0,46.5,3.0,0,Healthy (16+ logins),480.0
CUST_00145,EdTech,SMB,2022-05-30,SUB_00145,Starter,49,2022-05-30,2023-05-25,Churned,4,1,956,3.0,44.0,4.0,1,High Risk (≤5 logins),360.0
CUST_00146,EdTech,SMB,2023-03-28,SUB_00146,Starter,49,2023-03-28,2024-02-12,Churned,0,0,633,2.0,55.5,3.5,1,High Risk (≤5 logins),321.0
CUST_00147,EdTech,Mid-Market,2022-06-11,SUB_00147,Pro,199,2022-06-11,2023-03-03,Churned,0,1,241,0.0,0.0,5.0,1,High Risk (≤5 logins),265.0
CUST_00148,E-commerce,SMB,2022-04-30,SUB_00148,Pro,199,2022-04-30,,Active,35,3,133,1.0,30.0,3.0,0,Healthy (16+ logins),611.0
CUST_00149,Healthcare,Mid-Market,2023-08-05,SUB_00149,Starter,49,2023-08-05,2023-10-02,Churned,3,0,70,2.0,35.5,4.0,1,High Risk (≤5 logins),58.0
CUST_00150,EdTech,SMB,2022-12-17,SUB_00150,Starter,49,2022-12-17,,Active,39,1,857,1.0,54.0,5.0,0,Healthy (16+ logins),380.0
CUST_00151,FinTech,SMB,2022-04-09,SUB_00151,Starter,49,2022-04-09,2022-11-07,Churned,4,0,464,3.0,37.0,3.0,1,High Risk (≤5 logins),212.0
CUST_00152,FinTech,SMB,2022-06-16,SUB_00152,Starter,49,2022-06-16,,Active,37,1,420,2.0,54.5,4.5,0,Healthy (16+ logins),564.0
CUST_00153,FinTech,SMB,2023-10-25,SUB_00153,Enterprise,999,2023-10-25,,Active,37,14,11341,1.0,67.0,4.0,0,Healthy (16+ logins),68.0
CUST_00154,FinTech,Mid-Market,2023-05-29,SUB_00154,Pro,199,2023-05-29,,Active,31,4,278,1.0,55.0,3.0,0,Healthy (16+ logins),217.0
CUST_00155,E-commerce,Enterprise,2023-10-26,SUB_00155,Starter,49,2023-10-26,,Active,37,5,218,3.0,56.0,2.3333333333333335,0,Healthy (16+ logins),67.0
CUST_00156,FinTech,Mid-Market,2023-02-05,SUB_00156,Pro,199,2023-02-05,2023-08-13,Churned,3,1,696,4.0,44.5,4.25,1,High Risk (≤5 logins),189.0
CUST_00157,EdTech,SMB,2022-12-31,SUB_00157,Starter,49,2022-12-31,2023-02-16,Churned,1,1,306,2.0,22.5,5.0,1,High Risk (≤5 logins),47.0
