customer_id,industry,segment,signup_date
CUST_00078,EdTech,Enterprise,2022-02-03
CUST_00079,EdTech,Mid-Market,2022-09-21
CUST_00080,EdTech,Mid-Market,2022-05-18
CUST_00081,Logistics,SMB,2023-11-26
CUST_00082,FinTech,Mid-Market,2023-07-20
CUST_00083,Logistics,SMB,2023-04-07
CUST_00084,Logistics,Mid-Market,2022-06-17
CUST_00085,FinTech,Mid-Market,2023-09-23
CUST_00086,FinTech,SMB,2023-10-17
CUST_00087,FinTech,SMB,2022-03-22
CUST_00088,FinTech,SMB,2023-02-11
CUST_00089,EdTech,Mid-Market,2023-07-28
CUST_00090,E-commerce,SMB,2022-02-15
CUST_00091,E-commerce,Mid-Market,2023-08-22
CUST_00092,FinTech,SMB,2023-09-03
CUST_00093,E-commerce,Mid-Market,2022-02-22
CUST_00094,E-commerce,Mid-Market,2023-04-21
CUST_00095,FinTech,SMB,2023-08-15
CUST_00096,E-commerce,SMB,2022-01-16
CUST_00097,Logistics,SMB,2022-12-26
CUST_00098,Healthcare,Mid-Market,2023-05-02
CUST_00099,Healthcare,Mid-Market,2023-05-17
CUST_00100,FinTech,SMB,2022-05-21
CUST_00101,EdTech,Mid-Market,2023-09-12
CUST_00102,FinTech,SMB,2023-03-23
CUST_00103,EdTech,SMB,2022-10-17
CUST_00104,Healthcare,Enterprise,2022-07-28
CUST_00105,FinTech,SMB,2023-04-20
CUST_00106,Logistics,SMB,2023-02-17
CUST_00107,E-commerce,SMB,2023-11-08
CUST_00108,EdTech,SMB,2023-03-03
CUST_00109,E-commerce,SMB,2023-01-06
CUST_00110,E-commerce,SMB,2023-10-26
CUST_00111,FinTech,Mid-Market,2022-10-17
CUST_00112,E-commerce,SMB,2023-03-08
CUST_00113,Logistics,SMB,2022-09-25
CUST_00114,E-commerce,SMB,2022-05-31
CUST_00115,FinTech,SMB,2022-09-12
CUST_00116,Logistics,Mid-Market,2022-12-19
CUST_00117,Healthcare,Enterprise,2023-01-12
CUST_00118,E-commerce,SMB,2023-10-15
CUST_00119,FinTech,Mid-Market,2022-12-24
CUST_00120,Healthcare,SMB,2023-08-31
CUST_00121,Healthcare,SMB,2023-01-05
CUST_00122,EdTech,SMB,2022-08-15
CUST_00123,Logistics,SMB,2022-10-30
CUST_00124,E-commerce,SMB,2023-01-24
CUST_00125,FinTech,Mid-Market,2023-01-12
CUST_00126,EdTech,SMB,2022-04-28
CUST_00127,Logistics,Enterprise,2022-01-05
CUST_00128,EdTech,SMB,2023-03-20
CUST_00129,Logistics,SMB,2022-12-18
CUST_00130,Logistics,Mid-Market,2023-06-17
CUST_00131,E-commerce,SMB,2023-10-26
CUST_00132,Logistics,SMB,2023-10-02
CUST_00133,EdTech,Mid-Market,2022-05-04
CUST_00134,Logistics,Enterprise,2023-10-20
CUST_00135,E-commerce,Mid-Market,2022-10-04
CUST_00136,E-commerce,Mid-Market,2023-01-29
CUST_00137,EdTech,Mid-Market,2023-10-26
CUST_00138,Healthcare,Enterprise,2022-12-26
CUST_00139,Healthcare,SMB,2023-09-15
CUST_00140,Logistics,SMB,2023-04-14
CUST_00141,FinTech,SMB,2023-09-20
CUST_00142,Logistics,SMB,2023-12-01
CUST_00143,EdTech,Mid-Market,2022-02-26
CUST_00144,EdTech,Mid-Market,2022-09-08
CUST_00145,EdTech,SMB,2022-05-30
CUST_00146,EdTech,SMB,2023-03-28
CUST_00147,EdTech,Mid-Market,2022-06-11
CUST_00148,E-commerce,SMB,2022-04-30
CUST_00149,Healthcare,Mid-Market,2023-08-05
CUST_00150,EdTech,SMB,2022-12-17
CUST_00151,FinTech,SMB,2022-04-09
CUST_00152,FinTech,SMB,2022-06-16
CUST_00153,FinTech,SMB,2023-10-25
CUST_00154,FinTech,Mid-Market,2023-05-29
CUST_00155,E-commerce,Enterprise,2023-10-26
CUST_00156,FinTech,Mid-Market,2023-02-05
CUST_00157,EdTech,SMB,2022-12-31
CUST_00158,Logistics,SMB,2023-07-31
CUST_00159,FinTech,Mid-Market,2022-11-22
CUST_00160,E-commerce,Mid-Market,2023-08-04
CUST_00161,E-commerce,SMB,2023-09-25
CUST_00162,FinTech,SMB,2023-09-13
CUST_00163,Logistics,Mid-Market,2022-09-04
CUST_00164,FinTech,SMB,2023-03-10
CUST_00165,E-commerce,SMB,2022-04-03
CUST_00166,Healthcare,SMB,2022-09-25
CUST_00167,EdTech,SMB,2023-09-07
CUST_00168,E-commerce,Mid-Market,2023-09-16
CUST_00169,FinTech,Enterprise,2022-11-17
CUST_00170,EdTech,SMB,2022-03-03
CUST_00171,FinTech,SMB,2022-10-27
CUST_00172,FinTech,SMB,2023-02-07
CUST_00173,Healthcare,SMB,2023-10-10
CUST_00174,EdTech,SMB,2023-07-21
CUST_00175,EdTech,Mid-Market,2023-09-12
CUST_00176,Healthcare,SMB,2022-10-30
CUST_00177,E-commerce,SMB,2022-09-10
CUST_00178,FinTech,SMB,2023-04-23
CUST_00179,Logistics,SMB,2023-01-04
CUST_00180,FinTech,SMB,2023-11-10
CUST_00181,FinTech,SMB,2022-06-09
CUST_00182,E-commerce,Enterprise,2022-06-15
CUST_00183,FinTech,SMB,2022-07-24
CUST_00184,Healthcare,SMB,2022-09-24
CUST_00185,Healthcare,Mid-Market,2022-05-18
CUST_00186,EdTech,Enterprise,2023-01-03
CUST_00187,Logistics,SMB,2023-03-19
CUST_00188,FinTech,Mid-Market,2023-07-21
CUST_00189,FinTech,SMB,2022-01-17
CUST_00190,E-commerce,SMB,2022-03-09
CUST_00191,Healthcare,SMB,2022-05-13
CUST_00192,Logistics,Mid-Market,2023-12-01
CUST_00193,EdTech,Mid-Market,2023-03-06
CUST_00194,Healthcare,SMB,2022-11-04
CUST_00195,EdTech,SMB,2023-10-12
CUST_00196,E-commerce,Mid-Market,2022-06-23
CUST_00197,E-commerce,SMB,2023-02-16
CUST_00198,FinTech,SMB,2022-04-07
CUST_00199,Logistics,Mid-Market,2023-11-14
CUST_00200,EdTech,Mid-Market,2022-06-03
CUST_00201,Healthcare,Mid-Market,2023-11-26
CUST_00202,E-commerce,Mid-Market,2022-08-30
CUST_00203,FinTech,SMB,2022-10-31
CUST_00204,FinTech,Mid-Market,2022-10-12
CUST_00205,EdTech,Mid-Market,2022-01-27
CUST_00206,E-commerce,SMB,2023-02-06
CUST_00207,Logistics,SMB,2022-12-26
CUST_00208,E-commerce,SMB,2022-03-01
CUST_00209,EdTech,SMB,2022-07-21
CUST_00210,EdTech,Mid-Market,2023-08-04
CUST_00211,E-commerce,Mid-Market,2023-01-05
CUST_00212,EdTech,SMB,2023-06-17
CUST_00213,E-commerce,SMB,2022-06-01
CUST_00214,Healthcare,Enterprise,2022-04-12
CUST_00215,E-commerce,SMB,2023-08-30
CUST_00216,E-commerce,SMB,2023-03-22
CUST_00217,EdTech,SMB,2022-08-17
CUST_00218,EdTech,SMB,2022-05-05
CUST_00219,FinTech,SMB,2022-08-24
CUST_00220,FinTech,SMB,2022-06-11
CUST_00221,Healthcare,SMB,2023-07-08
CUST_00222,FinTech,SMB,2022-12-19
CUST_00223,E-commerce,SMB,2022-03-09
CUST_00224,EdTech,SMB,2022-06-22
CUST_00225,FinTech,Mid-Market,2023-09-29
CUST_00226,FinTech,Mid-Market,2023-11-13
CUST_00227,Healthcare,SMB,2023-07-13
CUST_00228,Healthcare,SMB,2022-09-18
CUST_00229,E-commerce,Mid-Market,2022-08-05
CUST_00230,EdTech,SMB,2022-05-04
CUST_00231,Healthcare,SMB,2022-06-11
CUST_00232,FinTech,Mid-Market,2022-07-20
CUST_00233,EdTech,Mid-Market,2023-03-30
CUST_00234,EdTech,Mid-Market,2023-02-06
CUST_00235,FinTech,SMB,2023-04-07
CUST_00236,Healthcare,Mid-Market,2022-10-02
CUST_00237,FinTech,SMB,2022-07-25
CUST_00238,EdTech,Mid-Market,2022-02-09
CUST_00239,Logistics,SMB,2022-09-30
CUST_00240,Logistics,SMB,2023-12-01
CUST_00241,E-commerce,Mid-Market,2022-04-03
CUST_00242,FinTech,SMB,2022-02-11
CUST_00243,FinTech,SMB,2023-04-10
CUST_00244,E-commerce,Enterprise,2023-01-14
CUST_00245,E-commerce,SMB,2022-04-17
CUST_00246,E-commerce,SMB,2022-11-24
CUST_00247,EdTech,SMB,2022-03-06
CUST_00248,FinTech,Mid-Market,2022-12-31
CUST_00249,EdTech,Mid-Market,2023-04-29
CUST_00250,E-commerce,SMB,2023-10-09
CUST_00251,FinTech,Mid-Market,2022-01-24
CUST_00252,EdTech,SMB,2023-06-24
CUST_00253,EdTech,Mid-Market,2022-03-03
CUST_00254,E-commerce,SMB,2023-05-06
CUST_00255,FinTech,SMB,2022-09-30
CUST_00256,E-commerce,Enterprise,2022-08-17
CUST_00257,FinTech,SMB,2022-01-20
CUST_00258,Logistics,SMB,2022-01-03
CUST_00259,Healthcare,SMB,2023-02-25
CUST_00260,Healthcare,Enterprise,2022-11-03
CUST_00261,Healthcare,SMB,2023-03-08
CUST_00262,E-commerce,SMB,2022-05-16
CUST_00263,Logistics,SMB,2023-05-30
CUST_00264,FinTech,SMB,2022-07-12
CUST_00265,EdTech,SMB,2023-08-08
CUST_00266,FinTech,Mid-Market,2023-02-19
CUST_00267,EdTech,Enterprise,2022-04-28
CUST_00268,FinTech,SMB,2023-10-28
CUST_00269,Logistics,SMB,2022-07-28
CUST_00270,EdTech,SMB,2022-02-03
CUST_00271,E-commerce,SMB,2023-10-11
CUST_00272,FinTech,Mid-Market,2022-11-14
CUST_00273,FinTech,SMB,2022-04-30
CUST_00274,EdTech,SMB,2023-09-19
CUST_00275,E-commerce,Mid-Market,2023-06-09
CUST_00276,E-commerce,SMB,2023-08-04
CUST_00277,Logistics,Mid-Market,2022-03-30
CUST_00278,E-commerce,SMB,2023-05-27
CUST_00279,E-commerce,Mid-Market,2022-02-16
CUST_00280,E-commerce,Enterprise,2023-11-23
CUST_00281,Healthcare,Mid-Market,2023-06-06
CUST_00282,Logistics,Enterprise,2022-10-11
CUST_00283,FinTech,SMB,2023-01-12
CUST_00284,EdTech,SMB,2023-09-30
CUST_00285,FinTech,Mid-Market,2022-05-14
CUST_00286,Logistics,SMB,2023-10-29
CUST_00287,EdTech,SMB,2022-09-05
CUST_00288,Logistics,SMB,2023-10-14
CUST_00289,E-commerce,SMB,2022-11-14
CUST_00290,EdTech,SMB,2023-03-12
CUST_00291,E-commerce,SMB,2022-06-25
CUST_00292,FinTech,Mid-Market,2023-11-17
CUST_00293,FinTech,SMB,2023-08-09
CUST_00294,EdTech,SMB,2022-12-17
CUST_00295,EdTech,SMB,2022-05-23
CUST_00296,Logistics,SMB,2023-02-02
CUST_00297,Logistics,Mid-Market,2023-09-16
CUST_00298,E-commerce,SMB,2023-10-05
CUST_00299,EdTech,SMB,2023-01-04
CUST_00300,FinTech,Mid-Market,2023-05-16
CUST_00301,Logistics,SMB,2023-09-14
CUST_00302,Logistics,SMB,2023-01-05
CUST_00303,FinTech,SMB,2023-08-02
CUST_00304,Logistics,Enterprise,2023-01-17
CUST_00305,E-commerce,SMB,2022-03-27
CUST_00306,EdTech,SMB,2023-04-05
CUST_00307,FinTech,SMB,2022-11-21
CUST_00308,EdTech,SMB,2023-06-06
CUST_00309,Logistics,SMB,2023-05-04
CUST_00310,Logistics,SMB,2023-02-01
CUST_00311,FinTech,SMB,2022-12-21
CUST_00312,E-commerce,Enterprise,2022-10-15
CUST_00313,Healthcare,Mid-Market,2023-04-04
CUST_00314,FinTech,SMB,2023-09-16
CUST_00315,Healthcare,Mid-Market,2023-06-20
CUST_00316,Healthcare,SMB,2022-10-18
CUST_00317,E-commerce,SMB,2022-06-17
CUST_00318,Healthcare,Mid-Market,2023-09-13
CUST_00319,Healthcare,Mid-Market,2023-03-04
CUST_00320,E-commerce,Mid-Market,2023-05-05
CUST_00321,Healthcare,SMB,2022-12-21
CUST_00322,Healthcare,Enterprise,2022-07-15
CUST_00323,Healthcare,SMB,2023-06-29
CUST_00324,FinTech,Mid-Market,2023-11-25
CUST_00325,FinTech,Enterprise,2023-10-21
CUST_00326,FinTech,SMB,2022-01-11
CUST_00327,E-commerce,Mid-Market,2023-08-05
CUST_00328,Logistics,SMB,2022-09-13
CUST_00329,Healthcare,SMB,2023-01-31
CUST_00330,Healthcare,SMB,2023-02-13
CUST_00331,E-commerce,SMB,2022-12-28
CUST_00332,Healthcare,Enterprise,2022-09-16
CUST_00333,FinTech,Mid-Market,2022-01-03
CUST_00334,Logistics,SMB,2022-03-25
CUST_00335,EdTech,Mid-Market,2022-06-05
CUST_00336,Healthcare,Enterprise,2023-10-25
CUST_00337,FinTech,SMB,2022-06-25
CUST_00338,EdTech,Enterprise,2023-04-17
CUST_00339,Logistics,SMB,2023-09-11
CUST_00340,EdTech,Mid-Market,2023-02-28
CUST_00341,FinTech,SMB,2022-05-14
CUST_00342,EdTech,SMB,2023-01-15
CUST_00343,E-commerce,SMB,2023-10-29
CUST_00344,EdTech,Mid-Market,2022-10-04
CUST_00345,Healthcare,SMB,2022-08-24
CUST_00346,Healthcare,SMB,2022-01-13
CUST_00347,E-commerce,SMB,2022-12-08
CUST_00348,FinTech,Enterprise,2022-02-04
CUST_00349,Healthcare,SMB,2023-07-13
CUST_00350,Logistics,SMB,2022-08-02
CUST_00351,Healthcare,SMB,2023-02-16
CUST_00352,Healthcare,SMB,2023-02-09
CUST_00353,FinTech,Mid-Market,2023-05-09
CUST_00354,EdTech,Mid-Market,2023-10-20
CUST_00355,Healthcare,SMB,2022-06-08
CUST_00356,E-commerce,SMB,2023-09-29
CUST_00357,EdTech,Mid-Market,2022-04-20
CUST_00358,Logistics,SMB,2023-07-03
CUST_00359,FinTech,Mid-Market,2023-06-10
CUST_00360,Logistics,Mid-Market,2022-12-13
CUST_00361,EdTech,Mid-Market,2023-09-28
CUST_00362,EdTech,SMB,2022-10-06
CUST_00363,EdTech,SMB,2023-04-24
CUST_00364,Logistics,Enterprise,2022-04-21
CUST_00365,EdTech,SMB,2023-09-28
CUST_00366,Logistics,Mid-Market,2023-03-07
CUST_00367,EdTech,SMB,2023-06-26
CUST_00368,E-commerce,Mid-Market,2022-04-25
CUST_00369,EdTech,SMB,2022-03-31
CUST_00370,Logistics,SMB,2022-07-31
CUST_00371,Healthcare,SMB,2023-07-04
CUST_00372,EdTech,Mid-Market,2023-08-18
CUST_00373,Healthcare,Mid-Market,2023-06-23
CUST_00374,E-commerce,SMB,2022-12-26
CUST_00375,FinTech,SMB,2023-05-01
CUST_00376,E-commerce,Mid-Market,2023-01-07
CUST_00377,EdTech,SMB,2022-08-03
CUST_00378,Healthcare,SMB,2022-01-15
CUST_00379,Healthcare,SMB,2022-09-16
CUST_00380,Logistics,SMB,2023-04-08
CUST_00381,Healthcare,SMB,2022-04-30
CUST_00382,Logistics,SMB,2022-05-08
CUST_00383,FinTech,SMB,2023-06-07
CUST_00384,EdTech,SMB,2023-11-19
CUST_00385,Logistics,SMB,2023-10-07
CUST_00386,FinTech,SMB,2022-11-21
CUST_00387,Healthcare,SMB,2022-11-16
CUST_00388,Healthcare,Mid-Market,2023-05-21
CUST_00389,FinTech,SMB,2023-06-10
CUST_00390,Healthcare,SMB,2022-02-19
CUST_00391,FinTech,SMB,2023-08-07
CUST_00392,Logistics,SMB,2022-03-10
CUST_00393,Logistics,SMB,2023-01-26
CUST_00394,FinTech,SMB,2023-01-18
CUST_00395,Logistics,Mid-Market,2022-01-16
CUST_00396,Logistics,SMB,2023-03-15
CUST_00397,Logistics,Enterprise,2023-07-22
CUST_00398,E-commerce,SMB,2023-09-09
CUST_00399,EdTech,SMB,2022-05-12
CUST_00400,Healthcare,SMB,2023-07-14
CUST_00401,E-commerce,SMB,2022-09-05
CUST_00402,Logistics,SMB,2022-09-30
CUST_00403,FinTech,Mid-Market,2023-09-15
CUST_00404,Logistics,SMB,2022-12-15
CUST_00405,EdTech,Enterprise,2023-04-29
CUST_00406,Logistics,Mid-Market,2023-07-04
CUST_00407,FinTech,SMB,2022-12-23
CUST_00408,EdTech,SMB,2022-11-14
CUST_00409,Logistics,SMB,2023-09-25
CUST_00410,EdTech,SMB,2022-02-17
CUST_00411,Healthcare,SMB,2022-01-10
CUST_00412,Healthcare,SMB,2022-08-21
CUST_00413,Logistics,SMB,2022-02-05
CUST_00414,EdTech,SMB,2023-02-17
CUST_00415,FinTech,Enterprise,2023-04-07
CUST_00416,Logistics,Mid-Market,2022-01-04
CUST_00417,Healthcare,Enterprise,2022-02-13
CUST_00418,Healthcare,SMB,2023-07-22
CUST_00419,Logistics,SMB,2023-07-08
CUST_00420,EdTech,SMB,2022-09-12
CUST_00421,Healthcare,SMB,2022-04-24
CUST_00422,EdTech,SMB,2023-02-01
CUST_00423,Healthcare,Mid-Market,2022-06-23
CUST_00424,Healthcare,Mid-Market,2022-09-12
CUST_00425,E-commerce,SMB,2023-04-11
CUST_00426,Healthcare,SMB,2022-10-04
CUST_00427,FinTech,SMB,2023-04-09
CUST_00428,Logistics,SMB,2023-05-17
CUST_00429,Logistics,SMB,2023-03-17
CUST_00430,EdTech,SMB,2022-03-10
CUST_00431,Healthcare,SMB,2023-05-24
CUST_00432,FinTech,Enterprise,2022-11-22
CUST_00433,EdTech,SMB,2022-03-08
CUST_00434,E-commerce,Mid-Market,2022-10-31
CUST_00435,EdTech,SMB,2023-04-29
CUST_00436,EdTech,SMB,2023-07-02
CUST_00437,Healthcare,SMB,2023-02-21
CUST_00438,E-commerce,SMB,2022-06-08
CUST_00439,EdTech,SMB,2022-05-29
CUST_00440,FinTech,Mid-Market,2022-01-27
CUST_00441,FinTech,Mid-Market,2023-08-07
CUST_00442,Logistics,SMB,2022-09-05
CUST_00443,E-commerce,SMB,2022-04-11
CUST_00444,E-commerce,Enterprise,2022-04-06
CUST_00445,Logistics,SMB,2023-01-19
CUST_00446,EdTech,SMB,2022-10-09
CUST_00447,E-commerce,SMB,2022-11-18
CUST_00448,FinTech,Mid-Market,2023-01-31
CUST_00449,FinTech,Enterprise,2022-10-05
CUST_00450,Healthcare,SMB,2023-06-13
CUST_00451,E-commerce,Mid-Market,2022-09-20
CUST_00452,EdTech,Mid-Market,2023-09-11
CUST_00453,Logistics,SMB,2023-08-03
CUST_00454,Logistics,SMB,2023-10-02
CUST_00455,EdTech,SMB,2022-10-20
CUST_00456,Healthcare,Enterprise,2022-10-21
CUST_00457,Logistics,SMB,2023-08-31
CUST_00458,E-commerce,Mid-Market,2023-01-30
CUST_00459,Healthcare,SMB,2023-05-28
CUST_00460,E-commerce,Mid-Market,2022-06-29
CUST_00461,FinTech,SMB,2023-11-24
CUST_00462,Healthcare,SMB,2022-08-23
CUST_00463,Logistics,Mid-Market,2022-12-03
CUST_00464,Healthcare,Mid-Market,2022-01-08
CUST_00465,Healthcare,Mid-Market,2023-03-19
CUST_00466,Healthcare,SMB,2023-06-23
CUST_00467,Healthcare,Mid-Market,2023-10-20
CUST_00468,E-commerce,SMB,2022-04-01
CUST_00469,FinTech,SMB,2022-09-29
CUST_00470,EdTech,SMB,2022-01-05
CUST_00471,Healthcare,SMB,2023-08-17
CUST_00472,Logistics,SMB,2022-08-07
CUST_00473,Healthcare,Enterprise,2022-04-28
CUST_00474,Logistics,SMB,2023-08-16
CUST_00475,E-commerce,Mid-Market,2023-08-05
CUST_00476,Logistics,SMB,2022-04-25
CUST_00477,EdTech,SMB,2022-09-20
CUST_00478,FinTech,SMB,2022-11-02
CUST_00479,Logistics,Enterprise,2023-10-16
CUST_00480,Logistics,Mid-Market,2023-02-26
CUST_00481,FinTech,Enterprise,2022-07-26
CUST_00482,EdTech,Enterprise,2023-09-15
CUST_00483,Healthcare,SMB,2022-10-30
CUST_00484,Logistics,SMB,2022-04-22
CUST_00485,FinTech,Mid-Market,2023-02-21
CUST_00486,E-commerce,SMB,2023-07-09
CUST_00487,FinTech,SMB,2022-10-12
CUST_00488,E-commerce,SMB,2023-10-02
CUST_00489,EdTech,SMB,2022-07-04
CUST_00490,Healthcare,SMB,2022-08-09
CUST_00491,FinTech,SMB,2023-03-20
CUST_00492,Logistics,SMB,2022-04-27
CUST_00493,EdTech,SMB,2022-03-11
CUST_00494,FinTech,SMB,2022-03-11
CUST_00495,Logistics,SMB,2023-09-14
CUST_00496,FinTech,Mid-Market,2023-03-03
CUST_00497,E-commerce,SMB,2023-10-06
CUST_00498,FinTech,SMB,2023-07-22
CUST_00499,FinTech,Mid-Market,2023-03-19
CUST_00500,FinTech,SMB,2023-08-24
CUST_00501,EdTech,SMB,2022-05-17
CUST_00502,FinTech,Mid-Market,2023-05-19
CUST_00503,Logistics,SMB,2022-05-11
CUST_00504,E-commerce,Mid-Market,2022-08-06
CUST_00505,E-commerce,Mid-Market,2023-11-19
CUST_00506,FinTech,Mid-Market,2022-06-20
CUST_00507,EdTech,SMB,2023-04-20
CUST_00508,EdTech,SMB,2023-09-04
CUST_00509,Logistics,SMB,2022-05-09
CUST_00510,FinTech,SMB,2022-02-26
CUST_00511,E-commerce,SMB,2022-06-30
CUST_00512,EdTech,SMB,2022-09-03
CUST_00513,FinTech,SMB,2022-05-24
CUST_00514,EdTech,SMB,2022-02-20
CUST_00515,EdTech,SMB,2023-01-03
CUST_00516,E-commerce,SMB,2023-04-04
CUST_00517,Healthcare,Mid-Market,2022-08-06
CUST_00518,Logistics,SMB,2023-09-08
CUST_00519,Logistics,SMB,2023-07-21
CUST_00520,E-commerce,Enterprise,2022-09-14
CUST_00521,EdTech,SMB,2022-06-05
CUST_00522,FinTech,SMB,2023-07-19
CUST_00523,EdTech,SMB,2023-03-18
CUST_00524,E-commerce,Mid-Market,2023-11-30
CUST_00525,Logistics,SMB,2023-10-24
CUST_00526,EdTech,SMB,2022-01-25
CUST_00527,Logistics,SMB,2023-10-26
CUST_00528,FinTech,Mid-Market,2023-06-20
CUST_00529,Logistics,SMB,2022-03-01
CUST_00530,Logistics,SMB,2023-04-12
CUST_00531,Healthcare,Mid-Market,2023-03-10
CUST_00532,Healthcare,SMB,2022-03-07
CUST_00533,Healthcare,Mid-Market,2023-07-19
CUST_00534,Logistics,SMB,2022-04-16
CUST_00535,E-commerce,Mid-Market,2022-04-06
CUST_00536,Logistics,SMB,2023-11-19
CUST_00537,E-commerce,Mid-Market,2023-07-05
CUST_00538,E-commerce,Enterprise,2022-06-17
CUST_00539,Healthcare,SMB,2022-02-11
CUST_00540,EdTech,SMB,2022-04-14
CUST_00541,FinTech,SMB,2022-07-23
CUST_00542,Healthcare,SMB,2023-06-04
CUST_00543,Healthcare,SMB,2022-10-09
CUST_00544,EdTech,SMB,2022-02-12
CUST_00545,FinTech,SMB,2022-04-20
CUST_00546,Logistics,SMB,2022-07-29
CUST_00547,Logistics,SMB,2022-02-18
CUST_00548,Healthcare,Mid-Market,2022-04-25
CUST_00549,FinTech,SMB,2022-06-04
CUST_00550,Healthcare,SMB,2023-10-11
CUST_00551,E-commerce,SMB,2023-05-18
CUST_00552,Healthcare,SMB,2023-11-10
CUST_00553,Healthcare,SMB,2022-03-12
CUST_00554,Logistics,SMB,2023-06-03
CUST_00555,Logistics,SMB,2022-12-02
CUST_00556,Logistics,Mid-Market,2022-03-08
CUST_00557,E-commerce,SMB,2023-05-08
CUST_00558,Logistics,Mid-Market,2023-10-12
CUST_00559,FinTech,Mid-Market,2022-08-01
CUST_00560,EdTech,Mid-Market,2022-06-30
CUST_00561,FinTech,Enterprise,2023-09-05
CUST_00562,FinTech,SMB,2023-08-22
CUST_00563,Logistics,SMB,2023-11-28
CUST_00564,EdTech,Mid-Market,2023-08-26
CUST_00565,EdTech,SMB,2022-09-05
CUST_00566,EdTech,SMB,2022-08-02
CUST_00567,E-commerce,Mid-Market,2022-12-25
CUST_00568,Logistics,Mid-Market,2022-09-06
CUST_00569,EdTech,Enterprise,2023-09-30
CUST_00570,E-commerce,Enterprise,2023-05-31
CUST_00571,Healthcare,Mid-Market,2022-03-29
CUST_00572,Healthcare,SMB,2023-10-25
